ProductKey,Unitprice,ProductAlternateKey,ProductSubcategoryKey,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName
343,782.99,BK-R50B-52,2,"Road-650 Black, 52",486.7066,TRUE,Black,100,75,782.99,52,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
344,3399.99,BK-M82S-38,1,"Mountain-100 Silver, 38",1912.1544,TRUE,Silver,100,75,3399.99,38,38-40 CM,20,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
345,3399.99,BK-M82S-42,1,"Mountain-100 Silver, 42",1912.1544,TRUE,Silver,100,75,3399.99,42,42-46 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
346,3399.99,BK-M82S-44,1,"Mountain-100 Silver, 44",1912.1544,TRUE,Silver,100,75,3399.99,44,42-46 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
347,3399.99,BK-M82S-48,1,"Mountain-100 Silver, 48",1912.1544,TRUE,Silver,100,75,3399.99,48,48-52 CM,21,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
348,3374.99,BK-M82B-38,1,"Mountain-100 Black, 38",1898.0944,TRUE,Black,100,75,3374.99,38,38-40 CM,20,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
349,3374.99,BK-M82B-42,1,"Mountain-100 Black, 42",1898.0944,TRUE,Black,100,75,3374.99,42,42-46 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
350,3374.99,BK-M82B-44,1,"Mountain-100 Black, 44",1898.0944,TRUE,Black,100,75,3374.99,44,42-46 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
351,3374.99,BK-M82B-48,1,"Mountain-100 Black, 48",1898.0944,TRUE,Black,100,75,3374.99,48,48-52 CM,21,4,M ,2024.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",01-07-2011,28-12-2007,End,Mountain Bikes,1,Bikes
352,2071.4196,BK-M68S-38,1,"Mountain-200 Silver, 38",1117.8559,TRUE,Silver,100,75,2071.4196,38,38-40 CM,23,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
353,2319.99,BK-M68S-38,1,"Mountain-200 Silver, 38",1265.6195,TRUE,Silver,100,75,2319.99,38,38-40 CM,23,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
354,2071.4196,BK-M68S-42,1,"Mountain-200 Silver, 42",1117.8559,TRUE,Silver,100,75,2071.4196,42,42-46 CM,24,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
355,2319.99,BK-M68S-42,1,"Mountain-200 Silver, 42",1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,24,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
356,2071.4196,BK-M68S-46,1,"Mountain-200 Silver, 46",1117.8559,TRUE,Silver,100,75,2071.4196,46,42-46 CM,24,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
357,2319.99,BK-M68S-46,1,"Mountain-200 Silver, 46",1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
358,2049.0982,BK-M68B-38,1,"Mountain-200 Black, 38",1105.81,TRUE,Black,100,75,2049.0982,38,38-40 CM,23,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
359,2294.99,BK-M68B-38,1,"Mountain-200 Black, 38",1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
360,2049.0982,BK-M68B-42,1,"Mountain-200 Black, 42",1105.81,TRUE,Black,100,75,2049.0982,42,42-46 CM,24,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
361,2294.99,BK-M68B-42,1,"Mountain-200 Black, 42",1251.9813,TRUE,Black,100,75,2294.99,42,42-46 CM,24,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
362,2049.0982,BK-M68B-46,1,"Mountain-200 Black, 46",1105.81,TRUE,Black,100,75,2049.0982,46,42-46 CM,24,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
363,2294.99,BK-M68B-46,1,"Mountain-200 Black, 46",1251.9813,TRUE,Black,100,75,2294.99,46,42-46 CM,24,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,01-07-2013,17-01-2025,Current,Mountain Bikes,1,Bikes
364,0,BK-M47B-38,1,"Mountain-300 Black, 38",598.4354,TRUE,Black,100,75,1079.99,38,38-40 CM,25,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
365,0,BK-M47B-40,1,"Mountain-300 Black, 40",598.4354,TRUE,Black,100,75,1079.99,40,38-40 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
366,0,BK-M47B-44,1,"Mountain-300 Black, 44",598.4354,TRUE,Black,100,75,1079.99,44,42-46 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
367,0,BK-M47B-48,1,"Mountain-300 Black, 48",598.4354,TRUE,Black,100,75,1079.99,48,48-52 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,01-07-2012,27-12-2008,End,Mountain Bikes,1,Bikes
368,2443.35,BK-R89R-44,2,"Road-250 Red, 44",1518.7864,TRUE,Red,100,75,2443.35,44,42-46 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
369,2443.35,BK-R89R-48,2,"Road-250 Red, 48",1518.7864,TRUE,Red,100,75,2443.35,48,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
370,2443.35,BK-R89R-52,2,"Road-250 Red, 52",1518.7864,TRUE,Red,100,75,2443.35,52,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
371,2181.5625,BK-R89R-58,2,"Road-250 Red, 58",1320.6838,TRUE,Red,100,75,2181.5625,58,54-58 CM,16,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
372,2443.35,BK-R89R-58,2,"Road-250 Red, 58",1554.9479,TRUE,Red,100,75,2443.35,58,54-58 CM,16,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
373,2181.5625,BK-R89B-44,2,"Road-250 Black, 44",1320.6838,TRUE,Black,100,75,2181.5625,44,42-46 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
374,2443.35,BK-R89B-44,2,"Road-250 Black, 44",1554.9479,TRUE,Black,100,75,2443.35,44,42-46 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
375,2181.5625,BK-R89B-48,2,"Road-250 Black, 48",1320.6838,TRUE,Black,100,75,2181.5625,48,48-52 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
376,2443.35,BK-R89B-48,2,"Road-250 Black, 48",1554.9479,TRUE,Black,100,75,2443.35,48,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
377,2181.5625,BK-R89B-52,2,"Road-250 Black, 52",1320.6838,TRUE,Black,100,75,2181.5625,52,48-52 CM,15,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
378,2443.35,BK-R89B-52,2,"Road-250 Black, 52",1554.9479,TRUE,Black,100,75,2443.35,52,48-52 CM,15,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
379,2181.5625,BK-R89B-58,2,"Road-250 Black, 58",1320.6838,TRUE,Black,100,75,2181.5625,58,54-58 CM,16,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
380,2443.35,BK-R89B-58,2,"Road-250 Black, 58",1554.9479,TRUE,Black,100,75,2443.35,58,54-58 CM,16,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
381,1000.4375,BK-R64Y-38,2,"Road-550-W Yellow, 38",605.6492,TRUE,Yellow,100,75,1000.4375,38,38-40 CM,17,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
382,1120.49,BK-R64Y-38,2,"Road-550-W Yellow, 38",713.0798,TRUE,Yellow,100,75,1120.49,38,38-40 CM,17,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
383,1000.4375,BK-R64Y-40,2,"Road-550-W Yellow, 40",605.6492,TRUE,Yellow,100,75,1000.4375,40,38-40 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
384,1120.49,BK-R64Y-40,2,"Road-550-W Yellow, 40",713.0798,TRUE,Yellow,100,75,1120.49,40,38-40 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
385,1000.4375,BK-R64Y-42,2,"Road-550-W Yellow, 42",605.6492,TRUE,Yellow,100,75,1000.4375,42,42-46 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
386,1120.49,BK-R64Y-42,2,"Road-550-W Yellow, 42",713.0798,TRUE,Yellow,100,75,1120.49,42,42-46 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
387,1000.4375,BK-R64Y-44,2,"Road-550-W Yellow, 44",605.6492,TRUE,Yellow,100,75,1000.4375,44,42-46 CM,18,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
388,1120.49,BK-R64Y-44,2,"Road-550-W Yellow, 44",713.0798,TRUE,Yellow,100,75,1120.49,44,42-46 CM,18,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
389,1000.4375,BK-R64Y-48,2,"Road-550-W Yellow, 48",605.6492,TRUE,Yellow,100,75,1000.4375,48,48-52 CM,19,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2012,27-12-2008,End,Road Bikes,1,Bikes
390,1120.49,BK-R64Y-48,2,"Road-550-W Yellow, 48",713.0798,TRUE,Yellow,100,75,1120.49,48,48-52 CM,19,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",01-07-2013,17-01-2025,Current,Road Bikes,1,Bikes
391,0,FK-1639,10,LL Fork,65.8097,TRUE,NA,500,375,148.22,NA,NA,0,1,NA,88.932,L ,NA,LL Fork,Stout design absorbs shock and offers more precise steering.,01-07-2012,27-12-2008,End,Forks,2,Components
392,0,FK-5136,10,ML Fork,77.9176,TRUE,NA,500,375,175.49,NA,NA,0,1,NA,105.294,M ,NA,ML Fork,Composite road fork with an aluminum steerer tube.,01-07-2012,27-12-2008,End,Forks,2,Components
393,0,FK-9939,10,HL Fork,101.8936,TRUE,NA,500,375,229.49,NA,NA,0,1,NA,137.694,H ,NA,HL Fork,High-performance carbon road fork with curved legs.,01-07-2012,27-12-2008,End,Forks,2,Components
394,0,HS-0296,11,LL Headset,15.1848,TRUE,NA,500,375,34.2,NA,NA,0,1,NA,20.52,L ,NA,LL Headset,Threadless headset provides quality at an economical price.,01-07-2012,27-12-2008,End,Headsets,2,Components
395,0,HS-2451,11,ML Headset,45.4168,TRUE,NA,500,375,102.29,NA,NA,0,1,NA,61.374,M ,NA,ML Headset,Sealed cartridge keeps dirt out.,01-07-2012,27-12-2008,End,Headsets,2,Components
396,0,HS-3479,11,HL Headset,55.3801,TRUE,NA,500,375,124.73,NA,NA,0,1,NA,74.838,H ,NA,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",01-07-2012,27-12-2008,End,Headsets,2,Components
397,0,HB-M243,4,LL Mountain Handlebars,17.978,TRUE,NA,500,375,40.4909,NA,NA,0,1,M ,24.2945,L ,NA,LL Mountain Handlebars,All-purpose bar for on or off-road.,01-07-2012,27-12-2008,End,Handlebars,2,Components
398,0,HB-M243,4,LL Mountain Handlebars,19.7758,TRUE,NA,500,375,44.54,NA,NA,0,1,M ,26.724,L ,NA,LL Mountain Handlebars,All-purpose bar for on or off-road.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
399,0,HB-M763,4,ML Mountain Handlebars,24.9932,TRUE,NA,500,375,56.2909,NA,NA,0,1,M ,33.7745,M ,NA,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,01-07-2012,27-12-2008,End,Handlebars,2,Components
400,0,HB-M763,4,ML Mountain Handlebars,27.4925,TRUE,NA,500,375,61.92,NA,NA,0,1,M ,37.152,M ,NA,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
401,0,HB-M918,4,HL Mountain Handlebars,48.5453,TRUE,NA,500,375,109.3364,NA,NA,0,1,M ,65.6018,H ,NA,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,01-07-2012,27-12-2008,End,Handlebars,2,Components
402,0,HB-M918,4,HL Mountain Handlebars,53.3999,TRUE,NA,500,375,120.27,NA,NA,0,1,M ,72.162,H ,NA,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
403,0,HB-R504,4,LL Road Handlebars,17.978,TRUE,NA,500,375,40.4909,NA,NA,0,1,R ,24.2945,L ,NA,LL Road Handlebars,Unique shape provides easier reach to the levers.,01-07-2012,27-12-2008,End,Handlebars,2,Components
404,0,HB-R504,4,LL Road Handlebars,19.7758,TRUE,NA,500,375,44.54,NA,NA,0,1,R ,26.724,L ,NA,LL Road Handlebars,Unique shape provides easier reach to the levers.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
405,0,HB-R720,4,ML Road Handlebars,24.9932,TRUE,NA,500,375,56.2909,NA,NA,0,1,R ,33.7745,M ,NA,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,01-07-2012,27-12-2008,End,Handlebars,2,Components
406,0,HB-R720,4,ML Road Handlebars,27.4925,TRUE,NA,500,375,61.92,NA,NA,0,1,R ,37.152,M ,NA,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
407,0,HB-R956,4,HL Road Handlebars,48.5453,TRUE,NA,500,375,109.3364,NA,NA,0,1,R ,65.6018,H ,NA,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,01-07-2012,27-12-2008,End,Handlebars,2,Components
408,0,HB-R956,4,HL Road Handlebars,53.3999,TRUE,NA,500,375,120.27,NA,NA,0,1,R ,72.162,H ,NA,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,01-07-2013,17-01-2025,Current,Handlebars,2,Components
409,0,FR-M63B-38,12,"ML Mountain Frame - Black, 38",185.8193,TRUE,Black,500,375,348.76,38,38-40 CM,3,2,M ,209.256,M ,U ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
410,0,FW-M423,17,LL Mountain Front Wheel,26.9708,TRUE,Black,500,375,60.745,NA,NA,0,1,M ,36.447,L ,NA,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,01-07-2012,27-12-2008,End,Wheels,2,Components
411,0,FW-M762,17,ML Mountain Front Wheel,92.8071,TRUE,Black,500,375,209.025,NA,NA,0,1,M ,125.415,M ,NA,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,01-07-2012,27-12-2008,End,Wheels,2,Components
412,0,FW-M928,17,HL Mountain Front Wheel,133.2955,TRUE,Black,500,375,300.215,NA,NA,0,1,M ,180.129,H ,NA,HL Mountain Front Wheel,High-performance mountain replacement wheel.,01-07-2012,27-12-2008,End,Wheels,2,Components
413,0,FW-R623,17,LL Road Front Wheel,37.9909,TRUE,Black,500,375,85.565,NA,NA,900,1,R ,51.339,L ,NA,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,01-07-2012,27-12-2008,End,Wheels,2,Components
414,0,FW-R762,17,ML Road Front Wheel,110.2829,TRUE,Black,500,375,248.385,NA,NA,850,1,R ,149.031,M ,NA,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,01-07-2012,27-12-2008,End,Wheels,2,Components
415,0,FW-R820,17,HL Road Front Wheel,146.5466,TRUE,Black,500,375,330.06,NA,NA,650,1,R ,198.036,H ,NA,HL Road Front Wheel,Strong wheel with double-walled rim.,01-07-2012,27-12-2008,End,Wheels,2,Components
416,0,FW-T905,17,Touring Front Wheel,96.7964,TRUE,Black,500,375,218.01,NA,NA,0,1,T ,130.806,NA,NA,Touring Front Wheel,Aerodynamic rims for smooth riding.,01-07-2012,27-12-2008,End,Wheels,2,Components
417,0,FR-R72Y-38,14,"ML Road Frame-W - Yellow, 38",300.1188,TRUE,Yellow,500,375,540.7545,38,38-40 CM,2,2,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2012,27-12-2008,End,Road Frames,2,Components
418,0,FR-R72Y-38,14,"ML Road Frame-W - Yellow, 38",360.9428,TRUE,Yellow,500,375,594.83,38,38-40 CM,2,2,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
419,0,RW-M423,17,LL Mountain Rear Wheel,38.9588,TRUE,Black,500,375,87.745,NA,NA,0,1,M ,52.647,L ,NA,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,01-07-2012,27-12-2008,End,Wheels,2,Components
420,0,RW-M762,17,ML Mountain Rear Wheel,104.7951,TRUE,Black,500,375,236.025,NA,NA,0,1,M ,141.615,M ,NA,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,01-07-2012,27-12-2008,End,Wheels,2,Components
421,0,RW-M928,17,HL Mountain Rear Wheel,145.2835,TRUE,Black,500,375,327.215,NA,NA,0,1,M ,196.329,H ,NA,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,01-07-2012,27-12-2008,End,Wheels,2,Components
422,0,RW-R623,17,LL Road Rear Wheel,49.9789,TRUE,Black,500,375,112.565,NA,NA,1050,1,R ,67.539,L ,NA,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,01-07-2012,27-12-2008,End,Wheels,2,Components
423,0,RW-R762,17,ML Road Rear Wheel,122.2709,TRUE,Black,500,375,275.385,NA,NA,1000,1,R ,165.231,M ,NA,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,01-07-2012,27-12-2008,End,Wheels,2,Components
424,0,RW-R820,17,HL Road Rear Wheel,158.5346,TRUE,Black,500,375,357.06,NA,NA,890,1,R ,214.236,H ,NA,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,01-07-2012,27-12-2008,End,Wheels,2,Components
425,0,RW-T905,17,Touring Rear Wheel,108.7844,TRUE,Black,500,375,245.01,NA,NA,0,1,T ,147.006,NA,NA,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,01-07-2012,27-12-2008,End,Wheels,2,Components
426,0,FR-M63B-40,12,"ML Mountain Frame - Black, 40",185.8193,TRUE,Black,500,375,348.76,40,38-40 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
427,0,FR-M63B-44,12,"ML Mountain Frame - Black, 44",185.8193,TRUE,Black,500,375,348.76,44,42-46 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
428,0,FR-M63B-48,12,"ML Mountain Frame - Black, 48",185.8193,TRUE,Black,500,375,348.76,48,48-52 CM,3,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,01-07-2012,27-12-2008,End,Mountain Frames,2,Components
429,0,FR-R72Y-40,14,"ML Road Frame-W - Yellow, 40",300.1188,TRUE,Yellow,500,375,540.7545,40,38-40 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2012,27-12-2008,End,Road Frames,2,Components
430,0,FR-R72Y-40,14,"ML Road Frame-W - Yellow, 40",360.9428,TRUE,Yellow,500,375,594.83,40,38-40 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
431,0,FR-R72Y-42,14,"ML Road Frame-W - Yellow, 42",300.1188,TRUE,Yellow,500,375,540.7545,42,42-46 CM,2,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2012,27-12-2008,End,Road Frames,2,Components
432,0,FR-R72Y-42,14,"ML Road Frame-W - Yellow, 42",360.9428,TRUE,Yellow,500,375,594.83,42,42-46 CM,2,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
